Date,Material,Planned Production,Machine
2021-07-22,ABC123,540.0,Machine 2
2021-07-23,ABC123,480.0,Machine 2
2021-07-26,ABC123,360.0,Machine 2
2021-07-27,ABC123,540.0,Machine 2
2021-07-28,ABC123,540.0,Machine 2
2021-07-29,ABC123,540.0,Machine 2
2021-07-30,ABC123,480.0,Machine 2
2021-08-02,ABC123,360.0,Machine 2
2021-08-03,ABC123,540.0,Machine 2
2021-08-04,ABC123,540.0,Machine 2
2021-08-05,ABC123,540.0,Machine 2
2021-08-06,ABC123,480.0,Machine 2
2021-08-09,ABC123,360.0,Machine 2
2021-08-10,ABC123,540.0,Machine 2
2021-08-11,ABC123,540.0,Machine 2
2021-08-12,ABC123,540.0,Machine 2
2021-08-13,ABC123,480.0,Machine 2
2021-08-16,ABC123,360.0,Machine 2
2021-08-17,ABC123,540.0,Machine 2
2021-08-18,ABC123,540.0,Machine 2
2021-08-19,ABC123,540.0,Machine 2
2021-08-20,ABC123,480.0,Machine 2
2021-08-23,ABC123,360.0,Machine 2
2021-08-24,ABC123,540.0,Machine 2
2021-08-25,ABC123,540.0,Machine 2
2021-08-26,ABC123,540.0,Machine 2
2021-08-27,ABC123,480.0,Machine 2
2021-08-30,ABC123,360.0,Machine 2
2021-08-31,ABC123,540.0,Machine 2
2021-09-01,ABC123,540.0,Machine 2
2021-09-02,ABC123,540.0,Machine 2
2021-09-03,ABC123,480.0,Machine 2
2021-09-06,ABC123,360.0,Machine 2
2021-09-07,ABC123,540.0,Machine 2
2021-09-08,ABC123,540.0,Machine 2
2021-09-09,ABC123,540.0,Machine 2
2021-09-10,ABC123,480.0,Machine 2
2021-09-13,ABC123,360.0,Machine 2
2021-09-14,ABC123,540.0,Machine 2
2021-09-15,ABC123,540.0,Machine 2
2021-09-16,ABC123,540.0,Machine 2
2021-09-17,,,Machine 2
2021-09-20,ABC123,360.0,Machine 2
2021-09-21,ABC123,540.0,Machine 2
2021-09-22,ABC123,540.0,Machine 2
2021-09-23,ABC123,540.0,Machine 2
2021-09-24,,,Machine 2
2021-09-27,ABC123,360.0,Machine 2
2021-09-28,ABC123,540.0,Machine 2
2021-09-29,ABC123,540.0,Machine 2
2021-09-30,ABC123,540.0,Machine 2
2021-10-01,,,Machine 2
2021-10-04,ABC123,360.0,Machine 2
2021-10-05,ABC123,540.0,Machine 2
2021-10-06,ABC123,540.0,Machine 2
2021-10-07,,,Machine 2
2021-10-08,,,Machine 2
2021-10-11,ABC123,360.0,Machine 2
2021-10-12,ABC123,540.0,Machine 2
2021-10-13,ABC123,540.0,Machine 2
2021-10-14,,,Machine 2
2021-10-15,,,Machine 2
2021-10-18,ABC123,420.0,Machine 2
2021-10-19,ABC123,580.0,Machine 2
2021-10-20,ABC123,580.0,Machine 2
2021-10-21,,,Machine 2
2021-10-22,,,Machine 2
2021-10-25,ABC123,420.0,Machine 2
2021-10-26,ABC123,580.0,Machine 2
2021-10-27,ABC123,580.0,Machine 2
2021-10-28,,,Machine 2
2021-10-29,,,Machine 2
2021-11-01,HOLIDAY,,Machine 2
2021-11-02,ABC123,580.0,Machine 2
2021-11-03,ABC123,580.0,Machine 2
2021-11-04,ABC123,580.0,Machine 2
2021-11-05,ABC123,490.0,Machine 2
2021-11-08,ABC123,420.0,Machine 2
2021-11-09,ABC123,580.0,Machine 2
2021-11-10,ABC123,580.0,Machine 2
2021-11-11,ABC123,580.0,Machine 2
2021-11-12,,,Machine 2
2021-11-15,ABC123,420.0,Machine 2
2021-11-16,ABC123,580.0,Machine 2
2021-11-17,ABC123,580.0,Machine 2
2021-11-18,ABC123,580.0,Machine 2
2021-11-19,,,Machine 2
2021-11-22,ABC123,420.0,Machine 2
2021-11-23,ABC123,580.0,Machine 2
2021-11-24,ABC123,580.0,Machine 2
2021-11-25,ABC123,580.0,Machine 2
2021-11-26,,,Machine 2
2021-11-29,ABC123,420.0,Machine 2
2021-11-30,ABC123,580.0,Machine 2
2021-12-01,ABC123,580.0,Machine 2
2021-12-02,ABC123,580.0,Machine 2
2021-12-03,ABC123,490.0,Machine 2
2021-12-06,,,Machine 2
2021-12-07,,,Machine 2
2021-12-08,,,Machine 2
2021-12-09,,,Machine 2
2021-12-10,,,Machine 2
2021-12-13,,,Machine 2
2021-12-14,,,Machine 2
2021-12-15,,,Machine 2
2021-12-16,,,Machine 2
2021-12-17,,,Machine 2
2021-12-20,,,Machine 2
2021-12-21,,,Machine 2
2021-12-22,,,Machine 2
2021-12-23,,,Machine 2
2021-12-24,,,Machine 2
2021-12-27,,,Machine 2
2021-12-28,,,Machine 2
2021-12-29,,,Machine 2
2021-12-30,,,Machine 2
2021-12-31,,,Machine 2
2021-01-03,,,Machine 2
2021-01-10,ABC123,420.0,Machine 2
2021-01-17,ABC123,420.0,Machine 2
2021-01-24,ABC123,420.0,Machine 2
2021-01-31,ABC123,420.0,Machine 2
2021-02-07,ABC123,420.0,Machine 2
2021-02-14,ABC123,420.0,Machine 2
2021-02-21,ABC123,420.0,Machine 2
2021-02-28,HOLIDAY,,Machine 2
2021-03-07,,,Machine 2
2021-03-14,ABC123,420.0,Machine 2
2021-03-21,ABC123,420.0,Machine 2
2021-03-28,,,Machine 2
2022-04-04,,,Machine 2
2022-04-05,,,Machine 2
2022-04-06,,,Machine 2
2022-04-07,,,Machine 2
2022-04-08,,,Machine 2
2022-04-11,ABC123,420.0,Machine 2
2022-04-12,ABC123,580.0,Machine 2
2022-04-13,ABC123,580.0,Machine 2
2022-04-14,ABC123,580.0,Machine 2
2022-04-15,HOLIDAY,,Machine 2
2022-04-18,HOLIDAY,,Machine 2
2022-04-19,ABC123,580.0,Machine 2
2022-04-20,ABC123,580.0,Machine 2
2022-04-21,ABC123,580.0,Machine 2
2022-04-22,ABC123,490.0,Machine 2
2022-04-25,ABC123,420.0,Machine 2
2022-04-26,ABC123,580.0,Machine 2
2022-04-27,ABC123,580.0,Machine 2
2022-04-28,ABC123,580.0,Machine 2
2022-04-29,ABC123,490.0,Machine 2
2022-05-02,ABC123,420.0,Machine 2
2022-05-03,ABC123,580.0,Machine 2
2022-05-04,ABC123,580.0,Machine 2
2022-05-05,ABC123,580.0,Machine 2
2022-05-06,ABC123,490.0,Machine 2
2022-05-09,ABC123,420.0,Machine 2
2022-05-10,ABC123,580.0,Machine 2
2022-05-11,ABC123,580.0,Machine 2
2022-05-12,ABC123,580.0,Machine 2
2022-05-13,ABC123,490.0,Machine 2
2022-05-17,ABC123,580.0,Machine 2
2022-05-19,ABC123,580.0,Machine 2
2022-05-20,ABC123,490.0,Machine 2
2022-05-23,ABC123,420.0,Machine 2
2022-05-24,ABC123,580.0,Machine 2
2022-05-25,ABC123,580.0,Machine 2
2022-05-26,HOLIDAY,,Machine 2
2022-05-27,HOLIDAY,,Machine 2
2022-05-30,ABC123,420.0,Machine 2
2022-05-31,ABC123,580.0,Machine 2
2022-06-01,ABC123,580.0,Machine 2
2022-06-02,ABC123,580.0,Machine 2
2022-06-03,ABC123,490.0,Machine 2
2022-06-06,HOLIDAY,,Machine 2
2022-06-07,ABC123,420.0,Machine 2
2022-06-08,ABC123,580.0,Machine 2
2022-06-09,ABC123,580.0,Machine 2
2022-06-10,ABC123,490.0,Machine 2
2022-06-13,ABC123,420.0,Machine 2
2022-06-14,ABC123,580.0,Machine 2
2022-06-15,ABC123,580.0,Machine 2
2022-06-16,HOLIDAY,,Machine 2
2022-06-17,HOLIDAY,,Machine 2
2022-06-20,ABC123,420.0,Machine 2
2022-06-21,ABC123,580.0,Machine 2
2022-06-22,ABC123,580.0,Machine 2
2022-06-23,ABC123,580.0,Machine 2
2022-06-24,ABC123,490.0,Machine 2
2022-06-27,ABC123,420.0,Machine 2
2022-06-28,ABC123,580.0,Machine 2
2022-06-29,ABC123,580.0,Machine 2
2022-06-30,ABC123,580.0,Machine 2
2022-07-01,ABC123,490.0,Machine 2
2022-07-04,ABC123,420.0,Machine 2
2022-07-05,ABC123,580.0,Machine 2
2022-07-06,ABC123,580.0,Machine 2
2022-07-07,ABC123,580.0,Machine 2
2022-07-08,ABC123,490.0,Machine 2
2022-07-11,ABC123,420.0,Machine 2
2022-07-12,ABC123,580.0,Machine 2
2022-07-13,ABC123,580.0,Machine 2
2022-07-14,ABC123,580.0,Machine 2
2022-07-15,ABC123,490.0,Machine 2
2022-07-18,ABC123,420.0,Machine 2
2022-07-19,ABC123,580.0,Machine 2
2022-07-20,ABC123,580.0,Machine 2
2022-07-21,ABC123,580.0,Machine 2
2022-07-22,ABC123,490.0,Machine 2
2022-07-25,ABC123,420.0,Machine 2
2022-07-26,ABC123,580.0,Machine 2
2022-07-27,ABC123,580.0,Machine 2
2022-07-28,ABC123,580.0,Machine 2
2022-07-29,ABC123,490.0,Machine 2
2022-08-01,ABC123,420.0,Machine 2
2022-08-02,ABC123,580.0,Machine 2
2022-08-03,ABC123,580.0,Machine 2
2022-08-04,ABC123,580.0,Machine 2
2022-08-05,ABC123,490.0,Machine 2
2022-08-08,ABC123,420.0,Machine 2
2022-08-09,ABC123,580.0,Machine 2
2022-08-10,ABC123,580.0,Machine 2
2022-08-11,ABC123,580.0,Machine 2
2022-08-12,ABC123,490.0,Machine 2
2022-08-15,ABC123,420.0,Machine 2
2022-08-16,ABC123,580.0,Machine 2
2022-08-17,ABC123,580.0,Machine 2
2022-08-18,ABC123,580.0,Machine 2
2022-08-19,ABC123,490.0,Machine 2
2022-08-22,ABC123,420.0,Machine 2
2022-08-23,ABC123,580.0,Machine 2
2022-08-24,ABC123,580.0,Machine 2
2022-08-25,ABC123,580.0,Machine 2
2022-08-26,ABC123,490.0,Machine 2
2022-08-29,ABC123,420.0,Machine 2
2022-08-30,ABC123,580.0,Machine 2
2022-08-31,ABC123,580.0,Machine 2
2022-09-01,ABC123,580.0,Machine 2
2022-09-02,ABC123,490.0,Machine 2
2022-09-05,ABC123,420.0,Machine 2
2022-09-06,ABC123,580.0,Machine 2
2022-09-07,ABC123,580.0,Machine 2
2022-09-08,ABC123,580.0,Machine 2
2022-09-09,ABC123,490.0,Machine 2
2022-09-12,ABC123,420.0,Machine 2
2022-09-13,ABC123,580.0,Machine 2
2022-09-14,ABC123,580.0,Machine 2
2022-09-15,ABC123,580.0,Machine 2
2022-09-16,ABC123,490.0,Machine 2
2022-09-19,ABC123,420.0,Machine 2
2022-09-20,ABC123,580.0,Machine 2
2022-09-21,ABC123,580.0,Machine 2
2022-09-22,ABC123,580.0,Machine 2
2022-09-23,ABC123,490.0,Machine 2
2022-09-26,ABC123,420.0,Machine 2
2022-09-27,ABC123,580.0,Machine 2
2022-09-28,ABC123,580.0,Machine 2
2022-09-29,ABC123,580.0,Machine 2
2022-09-30,ABC123,490.0,Machine 2
2022-10-03,HOLIDAY,,Machine 2
2022-10-04,ABC123,580.0,Machine 2
2022-10-05,ABC123,580.0,Machine 2
2022-10-06,ABC123,580.0,Machine 2
2022-10-07,ABC123,490.0,Machine 2
2022-10-10,ABC123,420.0,Machine 2
2022-10-11,ABC123,580.0,Machine 2
2022-10-12,ABC123,580.0,Machine 2
2022-10-13,ABC123,580.0,Machine 2
2022-10-14,ABC123,490.0,Machine 2
2022-10-17,ABC123,420.0,Machine 2
2022-10-18,ABC123,580.0,Machine 2
2022-10-19,ABC123,580.0,Machine 2
2022-10-20,ABC123,580.0,Machine 2
2022-10-21,ABC123,490.0,Machine 2
2022-10-24,ABC123,420.0,Machine 2
2022-10-25,ABC123,580.0,Machine 2
2022-10-26,ABC123,580.0,Machine 2
2022-10-27,ABC123,580.0,Machine 2
2022-10-28,ABC123,490.0,Machine 2
2022-10-31,HOLIDAY,,Machine 2
2022-11-01,HOLIDAY,,Machine 2
2022-11-02,ABC123,580.0,Machine 2
2022-11-03,ABC123,580.0,Machine 2
2022-11-04,ABC123,490.0,Machine 2
2022-11-07,ABC123,420.0,Machine 2
2022-11-08,ABC123,580.0,Machine 2
2022-11-09,ABC123,580.0,Machine 2
2022-11-10,ABC123,580.0,Machine 2
2022-11-11,ABC123,490.0,Machine 2
2022-11-14,ABC123,420.0,Machine 2
2022-11-15,ABC123,580.0,Machine 2
2022-11-16,ABC123,580.0,Machine 2
2022-11-17,ABC123,580.0,Machine 2
2022-11-18,ABC123,490.0,Machine 2
2022-11-21,,,Machine 2
2022-11-22,,,Machine 2
2022-11-23,,,Machine 2
2022-11-24,,,Machine 2
2022-11-25,,,Machine 2
2022-11-28,ABC123,420.0,Machine 2
2022-11-29,ABC123,580.0,Machine 2
2022-11-30,ABC123,580.0,Machine 2
2022-12-01,ABC123,580.0,Machine 2
2022-12-02,ABC123,490.0,Machine 2
2022-12-05,ABC123,420.0,Machine 2
2022-12-06,ABC123,580.0,Machine 2
2022-12-07,ABC123,580.0,Machine 2
2022-12-08,ABC123,580.0,Machine 2
2022-12-09,ABC123,490.0,Machine 2
2022-12-12,,,Machine 2
2022-12-13,,,Machine 2
2022-12-14,,,Machine 2
2022-12-15,,,Machine 2
2022-12-16,,,Machine 2
2022-12-19,,,Machine 2
2022-12-20,,,Machine 2
2022-12-21,,,Machine 2
2022-12-22,,,Machine 2
2022-12-23,,,Machine 2
2022-12-26,,,Machine 2
2022-12-27,,,Machine 2
2022-12-28,,,Machine 2
2022-12-29,,,Machine 2
2022-12-30,,,Machine 2
2023-01-02,ABC123,420.0,Machine 2
2023-01-03,ABC123,580.0,Machine 2
2023-01-04,ABC123,580.0,Machine 2
2023-01-05,ABC123,580.0,Machine 2
2023-01-06,ABC123,490.0,Machine 2
2023-01-09,,,Machine 2
2023-01-10,,,Machine 2
2023-01-11,,,Machine 2
2023-01-12,,,Machine 2
2023-01-13,,,Machine 2
2023-01-16,ABC123,420.0,Machine 2
2023-01-17,ABC123,580.0,Machine 2
2023-01-18,ABC123,580.0,Machine 2
2023-01-19,ABC123,580.0,Machine 2
2023-01-23,ABC123,420.0,Machine 2
2023-01-24,ABC123,580.0,Machine 2
2023-01-25,ABC123,580.0,Machine 2
2023-01-30,ABC123,420.0,Machine 2
2023-01-31,ABC123,580.0,Machine 2
2023-02-01,ABC123,580.0,Machine 2
2023-02-06,ABC126,280.0,Machine 1
2023-02-07,ABC126,420.0,Machine 1
2023-02-08,ABC126,420.0,Machine 1
2023-02-09,ABC126,420.0,Machine 1
2023-02-10,ABC126,350.0,Machine 1
2023-02-13,ABC127,420.0,Machine 1
2023-02-14,ABC127,580.0,Machine 1
2023-02-15,ABC127,580.0,Machine 1
2023-02-16,ABC127,580.0,Machine 1
2023-02-17,ABC127,490.0,Machine 1
2023-02-20,HOLIDAY,,Machine 1
2023-02-21,ABC127,490.0,Machine 1
2023-02-22,ABC127,490.0,Machine 1
2023-02-23,ABC132,420.0,Machine 1
2023-02-24,ABC132,350.0,Machine 1
2023-02-27,ABC132,280.0,Machine 1
2023-02-28,ABC132,420.0,Machine 1
2023-03-01,ABC132,420.0,Machine 1
2023-03-02,ABC132,420.0,Machine 1
2023-03-03,ABC132,350.0,Machine 1
2023-03-06,ABC127,420.0,Machine 1
2023-03-07,ABC127,580.0,Machine 1
2023-03-08,ABC127,580.0,Machine 1
2023-03-09,ABC127,580.0,Machine 1
2023-03-10,ABC127,490.0,Machine 1
2023-03-13,ABC127,420.0,Machine 1
2023-03-14,ABC127,580.0,Machine 1
2023-03-15,ABC132,280.0,Machine 1
2023-03-16,ABC132,420.0,Machine 1
2023-03-17,ABC132,350.0,Machine 1
2023-03-20,ABC132,280.0,Machine 1
2023-03-21,ABC132,420.0,Machine 1
2023-03-22,ABC132,420.0,Machine 1
2023-03-23,ABC132,420.0,Machine 1
2023-03-24,ABC132,350.0,Machine 1
2023-03-27,,,Machine 1
2023-03-28,ABC127,420.0,Machine 1
2023-03-29,ABC127,580.0,Machine 1
2023-03-30,ABC127,580.0,Machine 1
2023-03-31,ABC127,490.0,Machine 1
2023-04-03,,,Machine 1
2023-04-04,ABC127,420.0,Machine 1
2023-04-05,ABC127,490.0,Machine 1
2023-04-06,ABC126,280.0,Machine 1
2023-04-07,HOLIDAY,,Machine 1
2023-04-10,HOLIDAY,,Machine 1
2023-04-11,ABC126,280.0,Machine 1
2023-04-12,ABC126,420.0,Machine 1
2023-04-13,ABC126,350.0,Machine 1
2023-04-14,ABC126,350.0,Machine 1
2023-04-17,ABC132,280.0,Machine 1
2023-04-18,ABC132,420.0,Machine 1
2023-04-19,ABC132,420.0,Machine 1
2023-04-20,,,Machine 1
2023-04-21,,,Machine 1
2023-04-24,ABC132,420.0,Machine 1
2023-04-25,ABC132,420.0,Machine 1
2023-04-26,,,Machine 1
2023-04-27,,,Machine 1
2023-04-28,,,Machine 1
2023-05-01,HOLIDAY,,Machine 1
2023-05-02,ABC127,420.0,Machine 1
2023-05-03,ABC127,580.0,Machine 1
2023-05-04,ABC127,580.0,Machine 1
2023-05-05,ABC127,490.0,Machine 1
2023-05-08,ABC132,280.0,Machine 1
2023-05-09,ABC132,420.0,Machine 1
2023-05-10,ABC132,420.0,Machine 1
2023-05-11,ABC132,420.0,Machine 1
2023-05-12,ABC132,350.0,Machine 1
2023-05-15,ABC132,420.0,Machine 1
2023-05-16,ABC132,420.0,Machine 1
2023-05-17,ABC132,350.0,Machine 1
2023-05-18,HOLIDAY,,Machine 1
2023-05-19,HOLIDAY,,Machine 1
2023-05-22,ABC132,350.0,Machine 1
2023-05-23,ABC132,420.0,Machine 1
2023-05-24,ABC127,420.0,Machine 1
2023-05-25,ABC127,580.0,Machine 1
2023-05-26,ABC127,490.0,Machine 1
2023-05-29,HOLIDAY,,Machine 1
2023-05-30,ABC127,420.0,Machine 1
2023-05-31,ABC132,280.0,Machine 1
2023-06-01,ABC132,420.0,Machine 1
2023-06-02,ABC132,350.0,Machine 1
2023-06-05,ABC132,280.0,Machine 1
2023-06-06,ABC132,420.0,Machine 1
2023-06-07,ABC132,420.0,Machine 1
2023-06-08,HOLIDAY,,Machine 1
2023-06-09,HOLIDAY,,Machine 1
2023-06-12,ABC127,420.0,Machine 1
2023-06-13,ABC127,580.0,Machine 1
2023-06-14,ABC127,580.0,Machine 1
2023-06-15,ABC127,580.0,Machine 1
2023-06-16,ABC127,490.0,Machine 1
2023-06-19,ABC132,280.0,Machine 1
2023-06-20,ABC132,420.0,Machine 1
2023-06-21,ABC132,420.0,Machine 1
2023-06-22,ABC132,420.0,Machine 1
2023-06-23,ABC132,350.0,Machine 1
2023-06-26,ABC132,350.0,Machine 1
2023-06-27,ABC132,420.0,Machine 1
2023-06-28,ABC127,420.0,Machine 1
2023-06-29,ABC127,580.0,Machine 1
2023-06-30,ABC127,490.0,Machine 1
2023-07-03,ABC127,420.0,Machine 1
2023-07-04,ABC127,580.0,Machine 1
2023-07-05,ABC132,280.0,Machine 1
2023-07-06,ABC132,420.0,Machine 1
2023-07-07,ABC132,350.0,Machine 1
2023-07-10,ABC132,280.0,Machine 1
2023-07-11,ABC132,420.0,Machine 1
2023-07-12,,,Machine 1
2023-07-13,,,Machine 1
2023-07-14,ABC132,350.0,Machine 1
2023-07-17,ABC132,420.0,Machine 1
2023-07-18,ABC132,580.0,Machine 1
2023-07-19,ABC127,580.0,Machine 1
2023-07-20,ABC127,580.0,Machine 1
2023-07-21,,,Machine 1
2023-07-24,ABC127,280.0,Machine 1
2023-07-25,ABC127,420.0,Machine 1
2023-07-26,ABC127,420.0,Machine 1
2023-07-27,ABC127,420.0,Machine 1
2023-07-28,ABC127,490.0,Machine 1
2023-07-31,ABC127,420.0,Machine 1
2023-08-01,ABC127,580.0,Machine 1
2023-08-02,ABC127,580.0,Machine 1
2023-08-03,ABC127,580.0,Machine 1
2023-08-04,ABC132,280.0,Machine 1
2023-08-07,ABC132,280.0,Machine 1
2023-08-08,ABC132,420.0,Machine 1
2023-08-09,ABC132,420.0,Machine 1
2023-08-10,ABC126,420.0,Machine 1
2023-08-11,ABC126,350.0,Machine 1
2023-08-14,ABC126,420.0,Machine 1
2023-08-15,ABC126,420.0,Machine 1
2023-08-16,ABC123,420.0,Machine 1
2023-08-17,ABC123,420.0,Machine 1
2023-08-18,ABC127,490.0,Machine 1
2023-08-21,ABC123,420.0,Machine 1
2023-08-22,ABC123,580.0,Machine 1
2023-08-23,ABC123,580.0,Machine 1
2023-08-24,ABC123,580.0,Machine 1
2023-08-25,ABC123,490.0,Machine 1
2023-09-04,ABC127,420.0,Machine 1
2023-09-05,ABC127,580.0,Machine 1
2023-09-06,ABC127,580.0,Machine 1
2023-09-07,ABC127,580.0,Machine 1
2023-09-08,ABC127,490.0,Machine 1
2023-09-11,ABC127,420.0,Machine 1
2023-09-12,ABC127,580.0,Machine 1
2023-09-13,ABC132,280.0,Machine 1
2023-09-14,ABC132,420.0,Machine 1
2023-09-15,ABC132,350.0,Machine 1
2023-09-18,ABC132,280.0,Machine 1
2023-09-19,ABC132,280.0,Machine 1
2023-09-20,ABC132,280.0,Machine 1
2023-09-21,ABC132,280.0,Machine 1
2023-09-22,,,Machine 1
2023-09-25,ABC126,280.0,Machine 1
2023-09-26,ABC126,420.0,Machine 1
2023-09-27,ABC126,420.0,Machine 1
2023-09-28,ABC127,420.0,Machine 1
2023-09-29,ABC127,490.0,Machine 1
2023-10-02,HOLIDAY,,Machine 1
2023-10-03,HOLIDAY,,Machine 1
2023-10-04,ABC127,580.0,Machine 1
2023-10-05,ABC127,580.0,Machine 1
2023-10-06,ABC127,490.0,Machine 1
2023-10-09,ABC127,420.0,Machine 1
2023-10-10,ABC127,580.0,Machine 1
2023-10-11,ABC127,420.0,Machine 1
2023-10-12,ABC132,350.0,Machine 1
2023-10-13,ABC132,350.0,Machine 1
2023-10-16,ABC132,280.0,Machine 1
2023-10-17,ABC132,420.0,Machine 1
2023-10-18,ABC132,420.0,Machine 1
2023-10-19,ABC132,420.0,Machine 1
2023-10-20,ABC132,350.0,Machine 1
2023-10-23,ABC132,280.0,Machine 1
2023-10-24,ABC126,280.0,Machine 1
2023-10-25,ABC126,420.0,Machine 1
2023-10-26,ABC126,420.0,Machine 1
2023-10-27,ABC127,420.0,Machine 1
2023-10-30,ABC127,420.0,Machine 1
2023-10-31,ABC127,580.0,Machine 1
2023-11-01,HOLIDAY,,Machine 1
2023-11-02,ABC127,580.0,Machine 1
2023-11-03,ABC127,490.0,Machine 1
2023-11-06,ABC127,420.0,Machine 1
2023-11-07,ABC127,580.0,Machine 1
2023-11-08,ABC127,580.0,Machine 1
2023-11-09,ABC132,350.0,Machine 1
2023-11-10,ABC132,280.0,Machine 1
2023-11-13,ABC132,280.0,Machine 1
2023-11-14,ABC132,420.0,Machine 1
2023-11-15,ABC132,420.0,Machine 1
2023-11-16,ABC132,420.0,Machine 1
2023-11-17,ABC132,350.0,Machine 1
2023-11-20,ABC132,280.0,Machine 1
2023-11-21,ABC132,420.0,Machine 1
2023-11-22,ABC132,420.0,Machine 1
2023-11-23,ABC127,420.0,Machine 1
2023-11-24,ABC127,490.0,Machine 1
2023-11-27,ABC127,420.0,Machine 1
2023-11-28,ABC127,580.0,Machine 1
2023-11-29,ABC132,280.0,Machine 1
2023-11-30,ABC132,420.0,Machine 1
2023-12-01,ABC132,350.0,Machine 1
2023-12-04,ABC132,280.0,Machine 1
2023-12-05,ABC132,420.0,Machine 1
2023-12-06,ABC132,420.0,Machine 1
2023-12-07,ABC127,420.0,Machine 1
2023-12-08,ABC127,490.0,Machine 1
2023-12-11,ABC127,420.0,Machine 1
2023-12-12,ABC127,580.0,Machine 1
2023-12-13,ABC127,580.0,Machine 1
2023-12-14,ABC127,580.0,Machine 1
2023-12-15,,,Machine 1
2023-12-18,,,Machine 1
2023-12-19,,,Machine 1
2023-12-20,,,Machine 1
2023-12-21,,,Machine 1
2023-12-22,,,Machine 1
2023-12-25,HOLIDAY,,Machine 1
2023-12-26,HOLIDAY,,Machine 1
2023-12-27,HOLIDAY,,Machine 1
2023-12-28,HOLIDAY,,Machine 1
2023-12-29,HOLIDAY,,Machine 1
2024-01-01,HOLIDAY,,Machine 1
2024-01-08,ABC132,280.0,Machine 1
2024-01-09,ABC132,420.0,Machine 1
2024-01-10,,,Machine 1
2024-01-11,,,Machine 1
2024-01-12,,,Machine 1
2024-01-15,ABC132,280.0,Machine 1
2024-01-16,ABC132,420.0,Machine 1
2024-01-17,ABC132,420.0,Machine 1
2024-01-18,ABC132,420.0,Machine 1
2024-01-22,ABC127,420.0,Machine 1
2024-01-23,ABC127,580.0,Machine 1
2024-01-24,ABC127,580.0,Machine 1
2024-01-25,ABC127,580.0,Machine 1
2024-01-26,ABC127,490.0,Machine 1
2023-02-06,ABC123,420.0,Machine 2
2023-02-07,ABC123,580.0,Machine 2
2023-02-08,ABC123,580.0,Machine 2
2023-02-09,,,Machine 2
2023-02-10,,,Machine 2
2023-02-13,ABC123,420.0,Machine 2
2023-02-14,ABC123,580.0,Machine 2
2023-02-15,ABC123,580.0,Machine 2
2023-02-16,,,Machine 2
2023-02-17,,,Machine 2
2023-02-20,HOLIDAY,,Machine 2
2023-02-21,ABC123,580.0,Machine 2
2023-02-22,ABC123,580.0,Machine 2
2023-02-23,ABC123,580.0,Machine 2
2023-02-24,,,Machine 2
2023-02-27,ABC123,420.0,Machine 2
2023-02-28,ABC123,580.0,Machine 2
2023-03-01,ABC123,580.0,Machine 2
2023-03-02,ABC123,580.0,Machine 2
2023-03-03,ABC123,490.0,Machine 2
2023-03-06,ABC123,420.0,Machine 2
2023-03-07,ABC123,580.0,Machine 2
2023-03-08,ABC123,580.0,Machine 2
2023-03-09,ABC123,580.0,Machine 2
2023-03-10,ABC123,490.0,Machine 2
2023-03-13,ABC123,420.0,Machine 2
2023-03-14,ABC123,580.0,Machine 2
2023-03-15,ABC123,580.0,Machine 2
2023-03-16,ABC123,580.0,Machine 2
2023-03-17,ABC123,490.0,Machine 2
2023-03-20,ABC123,420.0,Machine 2
2023-03-21,ABC123,580.0,Machine 2
2023-03-22,ABC123,580.0,Machine 2
2023-03-23,ABC123,580.0,Machine 2
2023-03-24,ABC123,490.0,Machine 2
2023-03-27,ABC123,420.0,Machine 2
2023-03-28,ABC123,580.0,Machine 2
2023-03-29,ABC123,580.0,Machine 2
2023-03-30,ABC123,580.0,Machine 2
2023-03-31,ABC123,490.0,Machine 2
2023-04-03,ABC123,420.0,Machine 2
2023-04-04,ABC123,580.0,Machine 2
2023-04-05,ABC123,580.0,Machine 2
2023-04-06,ABC123,580.0,Machine 2
2023-04-07,HOLIDAY,,Machine 2
2023-04-10,HOLIDAY,,Machine 2
2023-04-11,ABC123,420.0,Machine 2
2023-04-12,ABC123,580.0,Machine 2
2023-04-13,ABC123,580.0,Machine 2
2023-04-14,ABC123,490.0,Machine 2
2023-04-17,,,Machine 2
2023-04-18,,,Machine 2
2023-04-19,ABC123,580.0,Machine 2
2023-04-20,ABC123,580.0,Machine 2
2023-04-21,ABC123,420.0,Machine 2
2023-04-24,ABC123,420.0,Machine 2
2023-04-25,ABC123,580.0,Machine 2
2023-04-26,ABC123,580.0,Machine 2
2023-04-27,ABC123,580.0,Machine 2
2023-04-28,ABC123,490.0,Machine 2
2023-05-01,HOLIDAY,,Machine 2
2023-05-02,ABC123,420.0,Machine 2
2023-05-03,ABC123,580.0,Machine 2
2023-05-04,ABC123,580.0,Machine 2
2023-05-05,ABC123,490.0,Machine 2
2023-05-08,ABC123,420.0,Machine 2
2023-05-09,ABC123,580.0,Machine 2
2023-05-10,ABC123,580.0,Machine 2
2023-05-11,ABC123,580.0,Machine 2
2023-05-12,ABC123,490.0,Machine 2
2023-05-15,ABC123,420.0,Machine 2
2023-05-16,ABC123,580.0,Machine 2
2023-05-17,ABC123,580.0,Machine 2
2023-05-18,HOLIDAY,,Machine 2
2023-05-19,HOLIDAY,,Machine 2
2023-05-22,ABC123,420.0,Machine 2
2023-05-23,ABC123,580.0,Machine 2
